,id,price_displayed,key pressed,environment,order,round_instance,task,function_id,quality_check,builtin_rt,end_time,start_time,Participant Public ID,index,latency
36516,625385.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,123.80499998107551,1552053719320.0,1552053719195.0,5c65e63b67057200011abaa4,95753,126.0
36517,625385.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,113.93500003032386,1552053719435.0,1552053719321.0,5c65e63b67057200011abaa4,95754,116.0
36518,625385.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,107.89500013925137,1552053719545.0,1552053719437.0,5c65e63b67057200011abaa4,95755,109.0
36794,625385.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,144.43999994546175,1552053771507.0,1552053771363.0,5c65e63b67057200011abaa4,96031,146.0
36795,625385.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,144.96499998494983,1552053771655.0,1552053771509.0,5c65e63b67057200011abaa4,96032,148.0
36796,625385.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,119.88000012934208,1552053771777.0,1552053771657.0,5c65e63b67057200011abaa4,96033,121.0
36797,625385.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,122.04000004567206,1552053771901.0,1552053771778.0,5c65e63b67057200011abaa4,96034,124.0
37181,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,152.95000001788142,1552053940291.0,1552053940138.0,5c65e63b67057200011abaa4,96418,156.0
37182,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,132.0599999744445,1552053940427.0,1552053940294.0,5c65e63b67057200011abaa4,96419,134.0
37183,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,150.36500012502074,1552053940579.0,1552053940428.0,5c65e63b67057200011abaa4,96420,152.0
37184,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,157.64000010676682,1552053940738.0,1552053940580.0,5c65e63b67057200011abaa4,96421,163.0
37185,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,113.41500002890824,1552053940857.0,1552053940743.0,5c65e63b67057200011abaa4,96422,115.0
37186,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,131.62500015459958,1552053940990.0,1552053940858.0,5c65e63b67057200011abaa4,96423,133.0
37472,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,140.17000002786517,1552053992625.0,1552053992484.0,5c65e63b67057200011abaa4,96709,143.0
37473,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,197.82499992288652,1552053992825.0,1552053992627.0,5c65e63b67057200011abaa4,96710,201.0
37474,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,154.9599999561906,1552053992983.0,1552053992828.0,5c65e63b67057200011abaa4,96711,161.0
37475,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,269.4349999073893,1552053993259.0,1552053992989.0,5c65e63b67057200011abaa4,96712,272.0
37476,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,170.2499999664724,1552053993432.0,1552053993261.0,5c65e63b67057200011abaa4,96713,177.0
37477,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,121.58500007353723,1552053993560.0,1552053993438.0,5c65e63b67057200011abaa4,96714,124.0
37668,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,164.55000010319054,1552054031783.0,1552054031618.0,5c65e63b67057200011abaa4,96905,169.0
37670,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,115.34000001847744,1552054032214.0,1552054032099.0,5c65e63b67057200011abaa4,96907,118.0
37671,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,107.76999988593158,1552054032325.0,1552054032217.0,5c65e63b67057200011abaa4,96908,116.0
37672,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,119.07999985851349,1552054032453.0,1552054032333.0,5c65e63b67057200011abaa4,96909,122.0
37673,625385.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,86.2650000490248,1552054032541.0,1552054032455.0,5c65e63b67057200011abaa4,96910,89.0
37971,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,101.23500018380581,1552054109369.0,1552054109267.0,5c65e63b67057200011abaa4,97208,104.0
37972,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,129.820000147447,1552054109501.0,1552054109371.0,5c65e63b67057200011abaa4,97209,132.0
37973,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,134.73000004887578,1552054109638.0,1552054109503.0,5c65e63b67057200011abaa4,97210,137.0
37974,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,123.87000001035629,1552054109764.0,1552054109640.0,5c65e63b67057200011abaa4,97211,126.0
37975,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,125.17499993555248,1552054109892.0,1552054109766.0,5c65e63b67057200011abaa4,97212,128.0
37976,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,127.58999993093313,1552054110022.0,1552054109894.0,5c65e63b67057200011abaa4,97213,131.0
38291,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,291.4650000166148,1552054160991.0,1552054160699.0,5c65e63b67057200011abaa4,97528,295.0
38292,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,252.77999998070302,1552054161247.0,1552054160994.0,5c65e63b67057200011abaa4,97529,256.0
38293,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,96.75499983131886,1552054161347.0,1552054161250.0,5c65e63b67057200011abaa4,97530,100.0
38294,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,156.14500013180074,1552054161506.0,1552054161350.0,5c65e63b67057200011abaa4,97531,158.0
38295,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,86.25499997287989,1552054161595.0,1552054161508.0,5c65e63b67057200011abaa4,97532,89.0
38580,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,162.6450000330806,1552054213347.0,1552054213183.0,5c65e63b67057200011abaa4,97817,168.0
38581,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,145.7400000654161,1552054213498.0,1552054213351.0,5c65e63b67057200011abaa4,97818,149.0
38582,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,141.01999998092649,1552054213642.0,1552054213500.0,5c65e63b67057200011abaa4,97819,144.0
38583,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,157.22500020638108,1552054213801.0,1552054213644.0,5c65e63b67057200011abaa4,97820,168.0
38584,625385.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,139.88499995321035,1552054213952.0,1552054213812.0,5c65e63b67057200011abaa4,97821,144.0
38976,625385.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,110.57000001892449,1552054310322.0,1552054310211.0,5c65e63b67057200011abaa4,98213,113.0
38977,625385.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,120.78500003553928,1552054310445.0,1552054310324.0,5c65e63b67057200011abaa4,98214,123.0
39276,625385.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,270.63499996438617,1552054362631.0,1552054362360.0,5c65e63b67057200011abaa4,98513,274.0
39277,625385.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,144.0850000362843,1552054362778.0,1552054362634.0,5c65e63b67057200011abaa4,98514,150.0
39278,625385.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,125.04999991506338,1552054362909.0,1552054362784.0,5c65e63b67057200011abaa4,98515,129.0
39279,625385.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,145.9650001488626,1552054363059.0,1552054362913.0,5c65e63b67057200011abaa4,98516,149.0
39507,625385.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,175.41499994695187,1552054401666.0,1552054401490.0,5c65e63b67057200011abaa4,98744,179.0
39508,625385.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,101.7549999523908,1552054401771.0,1552054401669.0,5c65e63b67057200011abaa4,98745,105.0
39509,625385.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,245.10000017471611,1552054402020.0,1552054401774.0,5c65e63b67057200011abaa4,98746,251.0
39510,625385.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,104.58000004291534,1552054402130.0,1552054402025.0,5c65e63b67057200011abaa4,98747,109.0
39511,625385.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,87.95000007376076,1552054402222.0,1552054402134.0,5c65e63b67057200011abaa4,98748,92.0
39512,625385.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,118.43000003136694,1552054402344.0,1552054402226.0,5c65e63b67057200011abaa4,98749,122.0
34491,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,132.92999996338042,1552053536337.0,1552053536203.0,5bf033df5fc1db00013051a0,34491,139.0
34492,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,129.05500002671033,1552053536471.0,1552053536342.0,5bf033df5fc1db00013051a0,34492,134.0
34493,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,132.29500001762062,1552053536609.0,1552053536476.0,5bf033df5fc1db00013051a0,34493,138.0
34494,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,186.28500006161633,1552053536801.0,1552053536614.0,5bf033df5fc1db00013051a0,34494,194.0
34495,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,101.00499994587152,1552053536909.0,1552053536808.0,5bf033df5fc1db00013051a0,34495,106.0
34496,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,151.09000005759302,1552053537066.0,1552053536914.0,5bf033df5fc1db00013051a0,34496,156.0
34811,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,154.8049999400973,1552053588639.0,1552053588483.0,5bf033df5fc1db00013051a0,34811,161.0
34812,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,148.20499997586012,1552053588793.0,1552053588644.0,5bf033df5fc1db00013051a0,34812,154.0
34813,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,169.79499999433756,1552053588969.0,1552053588798.0,5bf033df5fc1db00013051a0,34813,176.0
34814,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,142.14499993249774,1552053589117.0,1552053588974.0,5bf033df5fc1db00013051a0,34814,148.0
34815,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,158.96999998949468,1552053589282.0,1552053589122.0,5bf033df5fc1db00013051a0,34815,165.0
34816,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,174.80999999679628,1552053589462.0,1552053589287.0,5bf033df5fc1db00013051a0,34816,180.0
35116,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,70.76999999117106,1552053640695.0,1552053640623.0,5bf033df5fc1db00013051a0,35116,77.0
35117,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,168.85999997612092,1552053640870.0,1552053640700.0,5bf033df5fc1db00013051a0,35117,175.0
35118,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,158.3350000437349,1552053641034.0,1552053640875.0,5bf033df5fc1db00013051a0,35118,162.0
35119,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,170.60499999206513,1552053641209.0,1552053641037.0,5bf033df5fc1db00013051a0,35119,175.0
35120,625386.0,,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,189.57000004593286,1552053641402.0,1552053641212.0,5bf033df5fc1db00013051a0,35120,194.0
35482,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,194.58500004839152,1552053717581.0,1552053717386.0,5bf033df5fc1db00013051a0,35482,202.0
35483,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,193.32500000018624,1552053717782.0,1552053717588.0,5bf033df5fc1db00013051a0,35483,200.0
35484,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,126.99000001884994,1552053717916.0,1552053717788.0,5bf033df5fc1db00013051a0,35484,135.0
35485,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,202.20500009600076,1552053718126.0,1552053717923.0,5bf033df5fc1db00013051a0,35485,208.0
35486,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,163.41999999713153,1552053718295.0,1552053718131.0,5bf033df5fc1db00013051a0,35486,169.0
35487,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,192.2450000420213,1552053718493.0,1552053718300.0,5bf033df5fc1db00013051a0,35487,200.0
35777,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,146.36499993503094,1552053769906.0,1552053769759.0,5bf033df5fc1db00013051a0,35777,154.0
35778,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,158.90500007662922,1552053770072.0,1552053769913.0,5bf033df5fc1db00013051a0,35778,165.0
35779,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,207.05500000622123,1552053770286.0,1552053770078.0,5bf033df5fc1db00013051a0,35779,215.0
35780,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,170.41999998036772,1552053770464.0,1552053770293.0,5bf033df5fc1db00013051a0,35780,177.0
35781,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,216.05499996803698,1552053770687.0,1552053770470.0,5bf033df5fc1db00013051a0,35781,223.0
35782,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,193.9800000982359,1552053770888.0,1552053770693.0,5bf033df5fc1db00013051a0,35782,203.0
36003,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,164.85499998088923,1552053809537.0,1552053809372.0,5bf033df5fc1db00013051a0,36003,172.0
36004,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,177.86000005435199,1552053809722.0,1552053809544.0,5bf033df5fc1db00013051a0,36004,185.0
36005,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,171.4449999853969,1552053809902.0,1552053809729.0,5bf033df5fc1db00013051a0,36005,179.0
36006,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,177.76499991305172,1552053810087.0,1552053809908.0,5bf033df5fc1db00013051a0,36006,186.0
36007,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,180.85499992594123,1552053810275.0,1552053810094.0,5bf033df5fc1db00013051a0,36007,188.0
36008,625386.0,,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,214.5800000289455,1552053810498.0,1552053810282.0,5bf033df5fc1db00013051a0,36008,221.0
36269,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,183.42499993741512,1552053954411.0,1552053954227.0,5bf033df5fc1db00013051a0,36269,190.0
36270,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,184.44999994244426,1552053954602.0,1552053954417.0,5bf033df5fc1db00013051a0,36270,192.0
36271,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,164.98999996110797,1552053954775.0,1552053954609.0,5bf033df5fc1db00013051a0,36271,171.0
36272,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,190.5800000531599,1552053954971.0,1552053954780.0,5bf033df5fc1db00013051a0,36272,195.0
36273,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,144.96000006329268,1552053955121.0,1552053954975.0,5bf033df5fc1db00013051a0,36273,153.0
36274,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,169.1949999658391,1552053955298.0,1552053955128.0,5bf033df5fc1db00013051a0,36274,177.0
36585,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,148.0699999956414,1552054006882.0,1552054006733.0,5bf033df5fc1db00013051a0,36585,156.0
36586,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,144.48000001721084,1552054007034.0,1552054006889.0,5bf033df5fc1db00013051a0,36586,153.0
36587,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,161.9349999818951,1552054007205.0,1552054007042.0,5bf033df5fc1db00013051a0,36587,171.0
36588,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,175.97999994177368,1552054007389.0,1552054007213.0,5bf033df5fc1db00013051a0,36588,180.0
36589,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,150.81499994266778,1552054007544.0,1552054007393.0,5bf033df5fc1db00013051a0,36589,159.0
36590,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,184.34000003617257,1552054007737.0,1552054007552.0,5bf033df5fc1db00013051a0,36590,192.0
36876,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,183.62000002525744,1552054059002.0,1552054058818.0,5bf033df5fc1db00013051a0,36876,192.0
36877,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,186.81999994441867,1552054059197.0,1552054059010.0,5bf033df5fc1db00013051a0,36877,197.0
36878,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,180.23499997798356,1552054059388.0,1552054059207.0,5bf033df5fc1db00013051a0,36878,192.0
36879,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,161.78500000387433,1552054059561.0,1552054059399.0,5bf033df5fc1db00013051a0,36879,170.0
36880,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,187.71000008564442,1552054059757.0,1552054059569.0,5bf033df5fc1db00013051a0,36880,196.0
36881,625386.0,,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,180.01500004902482,1552054059946.0,1552054059765.0,5bf033df5fc1db00013051a0,36881,189.0
37229,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,137.93999992776662,1552054158158.0,1552054158019.0,5bf033df5fc1db00013051a0,37229,144.0
37230,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,155.8649999788031,1552054158319.0,1552054158163.0,5bf033df5fc1db00013051a0,37230,165.0
37231,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,156.56999999191612,1552054158485.0,1552054158328.0,5bf033df5fc1db00013051a0,37231,166.0
37232,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,88.6000000173226,1552054158583.0,1552054158494.0,5bf033df5fc1db00013051a0,37232,95.0
37233,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,141.23499998822808,1552054158730.0,1552054158589.0,5bf033df5fc1db00013051a0,37233,150.0
37234,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,161.59500007051975,1552054158901.0,1552054158739.0,5bf033df5fc1db00013051a0,37234,171.0
37516,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,164.43500004243106,1552054209917.0,1552054209752.0,5bf033df5fc1db00013051a0,37516,174.0
37517,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,141.43999991938472,1552054210068.0,1552054209926.0,5bf033df5fc1db00013051a0,37517,151.0
37518,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,143.03000003565103,1552054210221.0,1552054210077.0,5bf033df5fc1db00013051a0,37518,154.0
37519,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,175.07500003557652,1552054210406.0,1552054210231.0,5bf033df5fc1db00013051a0,37519,183.0
37730,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,203.85000004898757,1552054248953.0,1552054248749.0,5bf033df5fc1db00013051a0,37730,211.0
37731,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,188.05500003509223,1552054249149.0,1552054248960.0,5bf033df5fc1db00013051a0,37731,197.0
37732,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,127.19500006642193,1552054249285.0,1552054249157.0,5bf033df5fc1db00013051a0,37732,136.0
37733,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,156.92500001750886,1552054249450.0,1552054249293.0,5bf033df5fc1db00013051a0,37733,167.0
37734,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,161.11999994609502,1552054249622.0,1552054249460.0,5bf033df5fc1db00013051a0,37734,171.0
37735,625386.0,,39.0,low,high-low,22.0,rod_fixing,rod_fixing,1.0,150.78500006347898,1552054249783.0,1552054249631.0,5bf033df5fc1db00013051a0,37735,161.0
32480,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,141.9997260801174,1552053545108.0,1552053544967.0,5c3c6cb05060420001790d3f,91717,147.0
32481,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,145.0998847573792,1552053545260.0,1552053545114.0,5c3c6cb05060420001790d3f,91718,150.0
32482,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,129.10031825053008,1552053545394.0,1552053545264.0,5c3c6cb05060420001790d3f,91719,135.0
32483,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,133.0000499199814,1552053545533.0,1552053545399.0,5c3c6cb05060420001790d3f,91720,138.0
32484,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,131.29978397875678,1552053545670.0,1552053545537.0,5c3c6cb05060420001790d3f,91721,137.0
32485,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,124.6996801281348,1552053545800.0,1552053545674.0,5c3c6cb05060420001790d3f,91722,131.0
32821,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,183.9000815359614,1552053597863.0,1552053597678.0,5c3c6cb05060420001790d3f,92058,194.0
32822,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,135.79983539207024,1552053598009.0,1552053597872.0,5c3c6cb05060420001790d3f,92059,143.0
32823,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,135.69999543466838,1552053598152.0,1552053598015.0,5c3c6cb05060420001790d3f,92060,143.0
32824,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,121.89989465604593,1552053598280.0,1552053598158.0,5c3c6cb05060420001790d3f,92061,128.0
32825,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,148.29988339204286,1552053598435.0,1552053598286.0,5c3c6cb05060420001790d3f,92062,155.0
32826,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,128.9996249601536,1552053598570.0,1552053598441.0,5c3c6cb05060420001790d3f,92063,132.0
33141,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,150.3999358293659,1552053650118.0,1552053649967.0,5c3c6cb05060420001790d3f,92378,159.0
33142,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,135.10010235727532,1552053650263.0,1552053650126.0,5c3c6cb05060420001790d3f,92379,145.0
33143,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,127.99994538669122,1552053650399.0,1552053650271.0,5c3c6cb05060420001790d3f,92380,134.0
33144,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,139.1001006506267,1552053650545.0,1552053650405.0,5c3c6cb05060420001790d3f,92381,146.0
33145,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,151.00025557322078,1552053650702.0,1552053650551.0,5c3c6cb05060420001790d3f,92382,158.0
33146,625389.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,143.30020552524363,1552053650853.0,1552053650709.0,5c3c6cb05060420001790d3f,92383,150.0
33517,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,180.20002978132104,1552053719552.0,1552053719371.0,5c3c6cb05060420001790d3f,92754,189.0
33518,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,148.20004343465553,1552053719709.0,1552053719560.0,5c3c6cb05060420001790d3f,92755,158.0
33519,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,185.1002943572239,1552053719905.0,1552053719718.0,5c3c6cb05060420001790d3f,92756,193.0
33520,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,147.3002038185659,1552053720060.0,1552053719911.0,5c3c6cb05060420001790d3f,92757,153.0
33521,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,161.59993105070316,1552053720226.0,1552053720064.0,5c3c6cb05060420001790d3f,92758,168.0
33522,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,170.20024738123175,1552053720405.0,1552053720232.0,5c3c6cb05060420001790d3f,92759,179.0
33821,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,140.89977988274768,1552053772243.0,1552053772101.0,5c3c6cb05060420001790d3f,93058,159.0
33822,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,103.80027571186658,1552053772364.0,1552053772260.0,5c3c6cb05060420001790d3f,93059,107.0
33823,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,154.30009416525718,1552053772521.0,1552053772367.0,5c3c6cb05060420001790d3f,93060,161.0
33824,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,156.60025318391854,1552053772684.0,1552053772528.0,5c3c6cb05060420001790d3f,93061,161.0
33825,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,150.49977578676769,1552053772841.0,1552053772689.0,5c3c6cb05060420001790d3f,93062,157.0
33826,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,171.50030015985251,1552053773018.0,1552053772846.0,5c3c6cb05060420001790d3f,93063,177.0
34033,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,161.5000910933013,1552053811268.0,1552053811106.0,5c3c6cb05060420001790d3f,93270,173.0
34034,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,131.30021064524772,1552053811409.0,1552053811279.0,5c3c6cb05060420001790d3f,93271,146.0
34035,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,156.09977339743637,1552053811582.0,1552053811425.0,5c3c6cb05060420001790d3f,93272,168.0
34036,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,181.8000290986965,1552053811776.0,1552053811593.0,5c3c6cb05060420001790d3f,93273,192.0
34037,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,127.69999884796562,1552053811913.0,1552053811785.0,5c3c6cb05060420001790d3f,93274,137.0
34038,625389.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,226.5001700266148,1552053812150.0,1552053811922.0,5c3c6cb05060420001790d3f,93275,240.0
34359,625389.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,125.09989329072414,1552053916836.0,1552053916710.0,5c3c6cb05060420001790d3f,93596,136.0
